imagen_url;Efecto;id;Serie;MODELO;COLOR;FORMATO;AREA;Grupo Tarifa;EAN13;UM;Pz/Caja;M2/Caja;Cj/Pallet;M2/Pallet;Kg/Caja;Kg/Pallet;Espesor(mm);Desc_Familia_web;Id.Articulo;Tipo de uso;Acabado;Variacion_cromatica;Graficas;PEI;EN_16165:2022_Anexo_C;EN_16165:2022_Anexo_A Pie_Calzado;EN_16165:2022_Anexo_A_Pie_Descalzo;BS7976_(PTV)_WET;declaracion_ambiental_producto;declaracion_prestaciones;grupo;tipo_baldosa;iso_10545_2_dimensiones_aspecto;iso_10545_3_absorcion_agua;iso_10545_4_fuerza_rotura;iso_10545_4_resistencia_flexion;iso_10545_6_abrasion_profunda_mm3;iso_10545_7_abrasion_superficial_pei;iso_10545_8_dilatacion_termica_lineal;iso_10545_9_resistencia_choque_termico;iso_10545_11_resistencia_cuarteo;iso_10545_12_resistencia_helada;iso_10545_13_quimica_cloruro_amonico;iso_10545_13_quimica_hipoclorito_sodico;iso_10545_13_quimica_acido_clorhidrico;iso_10545_13_quimica_acido_citrico;iso_10545_13_quimica_hidroxido_potasico;iso_10545_14_manchas_oxido_verde;iso_10545_14_manchas_yodo;iso_10545_14_manchas_aceite_oliva;en_16165_anexo_c_deslizamiento_pendulo;en_16165_anexo_a_deslizamiento_rampa_calzado;en_16165_anexo_a_deslizamiento_rampa_descalzo;bs7976_ptv_pendulo_mojado;en_16165_anexo_b_dcof;certificacion_upec;(Rd);Adhesivo;Resistenci_ a_manchas;Resistencia_a_ataques_químicos;Ancho;Alto;imagen_url_web
images/tiles/1020020039140.jpg;PIEDRA;1;Aina Stone;AINA STONE;PEARL;120x120;14400;TECH08;EAN13:8429991177416;M2;2;2.88;24;69.12;49.00;1,216.00;0,78;Gres porcelánico rectificado;ID:1020020039140;POLIVALENTE;Mate;V2 - Ligeramente Destonificado;;_;CLASE 1;_;_;_;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/45/GlobalEPD_EN_17160_-_052_PAMESA_Bla.pdf;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/113/CE.No.PAM.003_ESP_ING_BIa.pdf;GRUPO BIa;GL Esmaltado;CUMPLE LA NORMA;Eb<= 0,5 %;1600-2400 N;35-45 N/mm2;NO APLICA;SEGÚN MODELOS;<7,0 x 10-6 ºC-1;RESISTE;RESISTE;RESISTE;A;A;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;5;5;5;CLASE 1;_;_;_;-;-;15 < Rd <= 35;C2;Clase 5;mínimo clase B;120;120;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/1020020039140.jpg
images/tiles/1060020037360.jpg;PIEDRA;1;Aina Stone;AINA STONE;PEARL;120x120;14400;TECH28;EAN13:8429991165529;M2;2;2.88;24;69.12;49.00;1,216.00;0,78;Gres porcelánico rectificado;ID:1060020037360;POLIVALENTE;Mate;V2 - Ligeramente Destonificado;;_;CLASE 1;R9;_;_;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/45/GlobalEPD_EN_17160_-_052_PAMESA_Bla.pdf;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/113/CE.No.PAM.003_ESP_ING_BIa.pdf;GRUPO BIa;GL Esmaltado;CUMPLE LA NORMA;Eb<= 0,5 %;1600-2400 N;35-45 N/mm2;NO APLICA;SEGÚN MODELOS;<7,0 x 10-6 ºC-1;RESISTE;RESISTE;RESISTE;A;A;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;5;5;5;CLASE 1;R9;_;_;-;-;15 < Rd <= 35;C2;Clase 5;mínimo clase B;120;120;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/1060020037360.jpg
images/tiles/1020020039139.jpg;PIEDRA;1;Aina Stone;AINA STONE;SAND;120x120;14400;TECH08;EAN13:8429991177409;M2;2;2.88;24;69.12;49.00;1,216.00;0,78;Gres porcelánico rectificado;ID:1020020039139;POLIVALENTE;Mate;V2 - Ligeramente Destonificado;;_;CLASE 1;_;_;_;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/45/GlobalEPD_EN_17160_-_052_PAMESA_Bla.pdf;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/113/CE.No.PAM.003_ESP_ING_BIa.pdf;GRUPO BIa;GL Esmaltado;CUMPLE LA NORMA;Eb<= 0,5 %;1600-2400 N;35-45 N/mm2;NO APLICA;SEGÚN MODELOS;<7,0 x 10-6 ºC-1;RESISTE;RESISTE;RESISTE;A;A;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;5;5;5;CLASE 1;_;_;_;-;-;15 < Rd <= 35;C2;Clase 5;mínimo clase B;120;120;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/1020020039139.jpg
images/tiles/1060020037359.jpg;PIEDRA;1;Aina Stone;AINA STONE;SAND;120x120;14400;TECH28;EAN13:8429991169305;M2;2;2.88;24;69.12;49.00;1,216.00;0,78;Gres porcelánico rectificado;ID:1060020037359;POLIVALENTE;Mate;V2 - Ligeramente Destonificado;;_;CLASE 1;R9;_;_;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/45/GlobalEPD_EN_17160_-_052_PAMESA_Bla.pdf;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/113/CE.No.PAM.003_ESP_ING_BIa.pdf;GRUPO BIa;GL Esmaltado;CUMPLE LA NORMA;Eb<= 0,5 %;1600-2400 N;35-45 N/mm2;NO APLICA;SEGÚN MODELOS;<7,0 x 10-6 ºC-1;RESISTE;RESISTE;RESISTE;A;A;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;5;5;5;CLASE 1;R9;_;_;-;-;15 < Rd <= 35;C2;Clase 5;mínimo clase B;120;120;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/1060020037359.jpg
images/tiles/1020020039138.jpg;PIEDRA;1;Aina Stone;AINA STONE;WHITE;120x120;14400;TECH08;EAN13:8429991177393;M2;2;2.88;24;69.12;49.00;1,216.00;0,78;Gres porcelánico rectificado;ID:1020020039138;POLIVALENTE;Mate;V2 - Ligeramente Destonificado;;_;CLASE 1;_;_;_;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/45/GlobalEPD_EN_17160_-_052_PAMESA_Bla.pdf;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/113/CE.No.PAM.003_ESP_ING_BIa.pdf;GRUPO BIa;GL Esmaltado;CUMPLE LA NORMA;Eb<= 0,5 %;1600-2400 N;35-45 N/mm2;NO APLICA;SEGÚN MODELOS;<7,0 x 10-6 ºC-1;RESISTE;RESISTE;RESISTE;A;A;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;5;5;5;CLASE 1;_;_;_;-;-;15 < Rd <= 35;C2;Clase 5;mínimo clase B;120;120;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/1020020039138.jpg
images/tiles/1060020037357.jpg;PIEDRA;1;Aina Stone;AINA STONE;WHITE;120x120;14400;TECH28;EAN13:8429991169312;M2;2;2.88;24;69.12;49.00;1,216.00;0,78;Gres porcelánico rectificado;ID:1060020037357;POLIVALENTE;Mate;V2 - Ligeramente Destonificado;;_;CLASE 1;R9;_;_;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/45/GlobalEPD_EN_17160_-_052_PAMESA_Bla.pdf;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/113/CE.No.PAM.003_ESP_ING_BIa.pdf;GRUPO BIa;GL Esmaltado;CUMPLE LA NORMA;Eb<= 0,5 %;1600-2400 N;35-45 N/mm2;NO APLICA;SEGÚN MODELOS;<7,0 x 10-6 ºC-1;RESISTE;RESISTE;RESISTE;A;A;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;5;5;5;CLASE 1;R9;_;_;-;-;15 < Rd <= 35;C2;Clase 5;mínimo clase B;120;120;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/1060020037357.jpg
images/tiles/1020220039149.jpg;PIEDRA;1;Aina Stone;AINA STONE;PEARL;60x120;7200;TECH07;EAN13:8429991177447;M2;2;1.44;40;57.60;27.00;1,110.00;0,78;Gres porcelánico rectificado;ID:1020220039149;POLIVALENTE;Mate;V2 - Ligeramente Destonificado;;_;CLASE 1;_;_;_;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/45/GlobalEPD_EN_17160_-_052_PAMESA_Bla.pdf;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/113/CE.No.PAM.003_ESP_ING_BIa.pdf;GRUPO BIa;GL Esmaltado;CUMPLE LA NORMA;Eb<= 0,5 %;1600-2400 N;35-45 N/mm2;NO APLICA;SEGÚN MODELOS;<7,0 x 10-6 ºC-1;RESISTE;RESISTE;RESISTE;A;A;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;5;5;5;CLASE 1;_;_;_;-;-;15 < Rd <= 35;C2;Clase 5;mínimo clase B;60;120;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/1020220039149.jpg
images/tiles/1060220037370.jpg;PIEDRA;1;Aina Stone;AINA STONE;PEARL;60x120;7200;TECH27;EAN13:8429991165574;M2;2;1.44;40;57.60;27.00;1,110.00;0,78;Gres porcelánico rectificado;ID:1060220037370;POLIVALENTE;Mate;V2 - Ligeramente Destonificado;;_;CLASE 1;R9;_;_;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/45/GlobalEPD_EN_17160_-_052_PAMESA_Bla.pdf;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/113/CE.No.PAM.003_ESP_ING_BIa.pdf;GRUPO BIa;GL Esmaltado;CUMPLE LA NORMA;Eb<= 0,5 %;1600-2400 N;35-45 N/mm2;NO APLICA;SEGÚN MODELOS;<7,0 x 10-6 ºC-1;RESISTE;RESISTE;RESISTE;A;A;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;5;5;5;CLASE 1;R9;_;_;-;-;15 < Rd <= 35;C2;Clase 5;mínimo clase B;60;120;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/1060220037370.jpg
images/tiles/1020220039148.jpg;PIEDRA;1;Aina Stone;AINA STONE;SAND;60x120;7200;TECH07;EAN13:8429991177430;M2;2;1.44;40;57.60;27.00;1,110.00;0,78;Gres porcelánico rectificado;ID:1020220039148;POLIVALENTE;Mate;V2 - Ligeramente Destonificado;;_;CLASE 1;_;_;_;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/45/GlobalEPD_EN_17160_-_052_PAMESA_Bla.pdf;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/113/CE.No.PAM.003_ESP_ING_BIa.pdf;GRUPO BIa;GL Esmaltado;CUMPLE LA NORMA;Eb<= 0,5 %;1600-2400 N;35-45 N/mm2;NO APLICA;SEGÚN MODELOS;<7,0 x 10-6 ºC-1;RESISTE;RESISTE;RESISTE;A;A;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;5;5;5;CLASE 1;_;_;_;-;-;15 < Rd <= 35;C2;Clase 5;mínimo clase B;60;120;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/1020220039148.jpg
images/tiles/1060220037369.jpg;PIEDRA;1;Aina Stone;AINA STONE;SAND;60x120;7200;TECH27;EAN13:8429991165567;M2;2;1.44;40;57.60;27.00;1,110.00;0,78;Gres porcelánico rectificado;ID:1060220037369;POLIVALENTE;Mate;V2 - Ligeramente Destonificado;;_;CLASE 1;R9;_;_;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/45/GlobalEPD_EN_17160_-_052_PAMESA_Bla.pdf;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/113/CE.No.PAM.003_ESP_ING_BIa.pdf;GRUPO BIa;GL Esmaltado;CUMPLE LA NORMA;Eb<= 0,5 %;1600-2400 N;35-45 N/mm2;NO APLICA;SEGÚN MODELOS;<7,0 x 10-6 ºC-1;RESISTE;RESISTE;RESISTE;A;A;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;5;5;5;CLASE 1;R9;_;_;-;-;15 < Rd <= 35;C2;Clase 5;mínimo clase B;60;120;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/1060220037369.jpg
images/tiles/1020220039147.jpg;PIEDRA;1;Aina Stone;AINA STONE;WHITE;60x120;7200;TECH07;EAN13:8429991177423;M2;2;1.44;40;57.60;27.00;1,110.00;0,78;Gres porcelánico rectificado;ID:1020220039147;POLIVALENTE;Mate;V2 - Ligeramente Destonificado;;_;CLASE 1;_;_;_;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/45/GlobalEPD_EN_17160_-_052_PAMESA_Bla.pdf;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/113/CE.No.PAM.003_ESP_ING_BIa.pdf;GRUPO BIa;GL Esmaltado;CUMPLE LA NORMA;Eb<= 0,5 %;1600-2400 N;35-45 N/mm2;NO APLICA;SEGÚN MODELOS;<7,0 x 10-6 ºC-1;RESISTE;RESISTE;RESISTE;A;A;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;5;5;5;CLASE 1;_;_;_;-;-;15 < Rd <= 35;C2;Clase 5;mínimo clase B;60;120;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/1020220039147.jpg
images/tiles/1060220037368.jpg;PIEDRA;1;Aina Stone;AINA STONE;WHITE;60x120;7200;TECH27;EAN13:8429991165543;M2;2;1.44;40;57.60;27.00;1,110.00;0,78;Gres porcelánico rectificado;ID:1060220037368;POLIVALENTE;Mate;V2 - Ligeramente Destonificado;;_;CLASE 1;R9;_;_;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/45/GlobalEPD_EN_17160_-_052_PAMESA_Bla.pdf;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/113/CE.No.PAM.003_ESP_ING_BIa.pdf;GRUPO BIa;GL Esmaltado;CUMPLE LA NORMA;Eb<= 0,5 %;1600-2400 N;35-45 N/mm2;NO APLICA;SEGÚN MODELOS;<7,0 x 10-6 ºC-1;RESISTE;RESISTE;RESISTE;A;A;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;5;5;5;CLASE 1;R9;_;_;_;_;15 < Rd <= 35;C2;Clase 5;mínimo clase B;60;120;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/1060220037368.jpg
images/tiles/1020170039143.jpg;PIEDRA;1;Aina Stone;AINA STONE;PEARL;60x60;3600;TECH06;EAN13:8429991177478;M2;4;1.44;40;57.60;27.00;1,100.00;0,78;Gres porcelánico rectificado;ID:1020170039143;POLIVALENTE;Mate;V2 - Ligeramente Destonificado;;_;CLASE 1;_;_;_;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/45/GlobalEPD_EN_17160_-_052_PAMESA_Bla.pdf;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/113/CE.No.PAM.003_ESP_ING_BIa.pdf;GRUPO BIa;GL Esmaltado;CUMPLE LA NORMA;Eb<= 0,5 %;1600-2400 N;35-45 N/mm2;NO APLICA;SEGÚN MODELOS;<7,0 x 10-6 ºC-1;RESISTE;RESISTE;RESISTE;A;A;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;5;5;5;CLASE 1;_;_;_;-;-;15 < Rd <= 35;C2;Clase 5;mínimo clase B;60;60;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/1020170039143.jpg
images/tiles/1060170037364.jpg;PIEDRA;1;Aina Stone;AINA STONE;PEARL;60x60;3600;TECH26;EAN13:8429991165611;M2;4;1.44;40;57.60;27.00;1,100.00;0,78;Gres porcelánico rectificado;ID:1060170037364;POLIVALENTE;Mate;V2 - Ligeramente Destonificado;;_;CLASE 1;R9;_;_;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/45/GlobalEPD_EN_17160_-_052_PAMESA_Bla.pdf;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/113/CE.No.PAM.003_ESP_ING_BIa.pdf;GRUPO BIa;GL Esmaltado;CUMPLE LA NORMA;Eb<= 0,5 %;1600-2400 N;35-45 N/mm2;NO APLICA;SEGÚN MODELOS;<7,0 x 10-6 ºC-1;RESISTE;RESISTE;RESISTE;A;A;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;5;5;5;CLASE 1;R9;_;_;-;-;15 < Rd <= 35;C2;Clase 5;mínimo clase B;60;60;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/1060170037364.jpg
images/tiles/1020170039142.jpg;PIEDRA;1;Aina Stone;AINA STONE;SAND;60x60;3600;TECH06;EAN13:8429991177461;M2;4;1.44;40;57.60;27.00;1,100.00;0,78;Gres porcelánico rectificado;ID:1020170039142;POLIVALENTE;Mate;V2 - Ligeramente Destonificado;;_;CLASE 1;_;_;_;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/45/GlobalEPD_EN_17160_-_052_PAMESA_Bla.pdf;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/113/CE.No.PAM.003_ESP_ING_BIa.pdf;GRUPO BIa;GL Esmaltado;CUMPLE LA NORMA;Eb<= 0,5 %;1600-2400 N;35-45 N/mm2;NO APLICA;SEGÚN MODELOS;<7,0 x 10-6 ºC-1;RESISTE;RESISTE;RESISTE;A;A;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;5;5;5;CLASE 1;_;_;_;-;-;15 < Rd <= 35;C2;Clase 5;mínimo clase B;60;60;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/1020170039142.jpg
images/tiles/1060170037362.jpg;PIEDRA;1;Aina Stone;AINA STONE;SAND;60x60;3600;TECH26;EAN13:8429991165604;M2;4;1.44;40;57.60;27.00;1,100.00;0,78;Gres porcelánico rectificado;ID:1060170037362;POLIVALENTE;Mate;V2 - Ligeramente Destonificado;;_;CLASE 1;R9;_;_;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/45/GlobalEPD_EN_17160_-_052_PAMESA_Bla.pdf;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/113/CE.No.PAM.003_ESP_ING_BIa.pdf;GRUPO BIa;GL Esmaltado;CUMPLE LA NORMA;Eb<= 0,5 %;1600-2400 N;35-45 N/mm2;NO APLICA;SEGÚN MODELOS;<7,0 x 10-6 ºC-1;RESISTE;RESISTE;RESISTE;A;A;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;5;5;5;CLASE 1;R9;_;_;-;-;15 < Rd <= 35;C2;Clase 5;mínimo clase B;60;60;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/1060170037362.jpg
images/tiles/1020170039141.jpg;PIEDRA;1;Aina Stone;AINA STONE;WHITE;60x60;3600;TECH06;EAN13:8429991177454;M2;4;1.44;40;57.60;27.00;1,100.00;0,78;Gres porcelánico rectificado;ID:1020170039141;POLIVALENTE;Mate;V2 - Ligeramente Destonificado;;_;CLASE 1;_;_;_;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/45/GlobalEPD_EN_17160_-_052_PAMESA_Bla.pdf;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/113/CE.No.PAM.003_ESP_ING_BIa.pdf;GRUPO BIa;GL Esmaltado;CUMPLE LA NORMA;Eb<= 0,5 %;1600-2400 N;35-45 N/mm2;NO APLICA;SEGÚN MODELOS;<7,0 x 10-6 ºC-1;RESISTE;RESISTE;RESISTE;A;A;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;5;5;5;CLASE 1;_;_;_;-;-;15 < Rd <= 35;C2;Clase 5;mínimo clase B;60;60;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/1020170039141.jpg
images/tiles/1060170037361.jpg;PIEDRA;1;Aina Stone;AINA STONE;WHITE;60x60;3600;TECH26;EAN13:8429991165598;M2;4;1.44;40;57.60;27.00;1,100.00;0,78;Gres porcelánico rectificado;ID:1060170037361;POLIVALENTE;Mate;V2 - Ligeramente Destonificado;;_;CLASE 1;R9;_;_;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/45/GlobalEPD_EN_17160_-_052_PAMESA_Bla.pdf;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/113/CE.No.PAM.003_ESP_ING_BIa.pdf;GRUPO BIa;GL Esmaltado;CUMPLE LA NORMA;Eb<= 0,5 %;1600-2400 N;35-45 N/mm2;NO APLICA;SEGÚN MODELOS;<7,0 x 10-6 ºC-1;RESISTE;RESISTE;RESISTE;A;A;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;5;5;5;CLASE 1;R9;_;_;-;-;15 < Rd <= 35;C2;Clase 5;mínimo clase B;60;60;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/1060170037361.jpg
images/tiles/1020210039146.jpg;PIEDRA;1;Aina Stone;AINA STONE;PEARL;30x60;1800;TECH05;EAN13:8429991177508;M2;8;1.44;48;69.12;26.50;1,302.00;0,78;Gres porcelánico rectificado;ID:1020210039146;POLIVALENTE;Mate;V2 - Ligeramente Destonificado;;_;CLASE 1;_;_;_;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/45/GlobalEPD_EN_17160_-_052_PAMESA_Bla.pdf;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/113/CE.No.PAM.003_ESP_ING_BIa.pdf;GRUPO BIa;GL Esmaltado;CUMPLE LA NORMA;Eb<= 0,5 %;1600-2400 N;35-45 N/mm2;NO APLICA;SEGÚN MODELOS;<7,0 x 10-6 ºC-1;RESISTE;RESISTE;RESISTE;A;A;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;5;5;5;CLASE 1;_;_;_;-;-;15 < Rd <= 35;C2;Clase 5;mínimo clase B;30;60;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/1020210039146.jpg
images/tiles/1060210037367.jpg;PIEDRA;1;Aina Stone;AINA STONE;PEARL;30x60;1800;TECH25;EAN13:8429991165659;M2;8;1.44;48;69.12;26.50;1,302.00;0,78;Gres porcelánico rectificado;ID:1060210037367;POLIVALENTE;Mate;V2 - Ligeramente Destonificado;;_;CLASE 1;R9;_;_;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/45/GlobalEPD_EN_17160_-_052_PAMESA_Bla.pdf;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/113/CE.No.PAM.003_ESP_ING_BIa.pdf;GRUPO BIa;GL Esmaltado;CUMPLE LA NORMA;Eb<= 0,5 %;1600-2400 N;35-45 N/mm2;NO APLICA;SEGÚN MODELOS;<7,0 x 10-6 ºC-1;RESISTE;RESISTE;RESISTE;A;A;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;5;5;5;CLASE 1;R9;_;_;-;-;15 < Rd <= 35;C2;Clase 5;mínimo clase B;30;60;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/1060210037367.jpg
images/tiles/1020210039145.jpg;PIEDRA;1;Aina Stone;AINA STONE;SAND;30x60;1800;TECH05;EAN13:8429991177492;M2;8;1.44;48;69.12;26.50;1,302.00;0,78;Gres porcelánico rectificado;ID:1020210039145;POLIVALENTE;Mate;V2 - Ligeramente Destonificado;;_;CLASE 1;_;_;_;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/45/GlobalEPD_EN_17160_-_052_PAMESA_Bla.pdf;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/113/CE.No.PAM.003_ESP_ING_BIa.pdf;GRUPO BIa;GL Esmaltado;CUMPLE LA NORMA;Eb<= 0,5 %;1600-2400 N;35-45 N/mm2;NO APLICA;SEGÚN MODELOS;<7,0 x 10-6 ºC-1;RESISTE;RESISTE;RESISTE;A;A;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;5;5;5;CLASE 1;_;_;_;-;-;15 < Rd <= 35;C2;Clase 5;mínimo clase B;30;60;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/1020210039145.jpg
images/tiles/1060210037366.jpg;PIEDRA;1;Aina Stone;AINA STONE;SAND;30x60;1800;TECH25;EAN13:8429991165642;M2;8;1.44;48;69.12;26.50;1,302.00;0,78;Gres porcelánico rectificado;ID:1060210037366;POLIVALENTE;Mate;V2 - Ligeramente Destonificado;;_;CLASE 1;R9;_;_;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/45/GlobalEPD_EN_17160_-_052_PAMESA_Bla.pdf;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/113/CE.No.PAM.003_ESP_ING_BIa.pdf;GRUPO BIa;GL Esmaltado;CUMPLE LA NORMA;Eb<= 0,5 %;1600-2400 N;35-45 N/mm2;NO APLICA;SEGÚN MODELOS;<7,0 x 10-6 ºC-1;RESISTE;RESISTE;RESISTE;A;A;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;5;5;5;CLASE 1;R9;_;_;-;-;15 < Rd <= 35;C2;Clase 5;mínimo clase B;30;60;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/1060210037366.jpg
images/tiles/1020210039144.jpg;PIEDRA;1;Aina Stone;AINA STONE;WHITE;30x60;1800;TECH05;EAN13:8429991177485;M2;8;1.44;48;69.12;26.50;1,302.00;0,78;Gres porcelánico rectificado;ID:1020210039144;POLIVALENTE;Mate;V2 - Ligeramente Destonificado;;_;CLASE 1;_;_;_;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/45/GlobalEPD_EN_17160_-_052_PAMESA_Bla.pdf;https://www.pamesa.com/ERP/4.0/empresas/151/045/ficheros/t00030006/113/CE.No.PAM.003_ESP_ING_BIa.pdf;GRUPO BIa;GL Esmaltado;CUMPLE LA NORMA;Eb<= 0,5 %;1600-2400 N;35-45 N/mm2;NO APLICA;SEGÚN MODELOS;<7,0 x 10-6 ºC-1;RESISTE;RESISTE;RESISTE;A;A;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;CUMPLE CON LA NORMA;5;5;5;CLASE 1;_;_;_;-;-;15 < Rd <= 35;C2;Clase 5;mínimo clase B;30;60;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/1020210039144.jpg
